0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,1,0,1,0,0,0
0.000000,0.000000,0.000000,0.000000,90.000000,0,0,0,0,0,1,0,0,0
0.010079,11.437774,0.939457,0.095677,90.000000,0,0,0,0,0,1,0,0,0
0.020158,22.852808,1.793317,0.330120,90.000000,0,0,0,0,0,1,0,0,0
0.030238,34.249786,2.521358,0.668789,90.000000,0,0,1,0,0,1,0,0,0
0.040317,45.611649,3.146685,1.078868,90.000000,0,0,2,0,0,1,0,0,0
0.050396,56.957088,3.683254,1.542517,90.000000,0,0,2,0,0,1,0,0,0
0.060475,68.269737,4.051085,2.021343,90.000000,0,0,3,0,0,1,0,0,0
0.070554,79.557106,4.302444,2.502097,90.000000,0,0,3,0,0,1,0,0,0
0.078114,88.011856,4.365922,2.843609,90.000000,0,0,4,0,0,1,0,0,0
0.088193,99.241707,4.354746,3.267831,90.000000,0,0,4,0,0,1,0,0,0
0.098272,104.747826,4.270168,3.213328,79.813210,0,0,5,0,0,1,0,0,0
0.108351,110.125954,4.135779,3.154565,74.387344,0,0,5,0,0,1,0,0,0
0.118431,115.314911,4.015769,3.081488,68.790947,0,0,5,0,0,1,0,0,0
0.128510,120.282616,3.846340,2.994247,63.612854,0,0,4,0,0,1,0,0,0
0.138589,124.999420,3.659306,2.889946,58.588268,0,0,4,0,0,1,0,0,0
0.148669,129.434372,3.457907,2.771070,53.700352,0,0,4,0,0,1,0,0,0
0.158748,133.592712,3.258729,2.637447,49.285172,0,0,4,0,0,1,0,0,0
0.168827,137.478210,3.050991,2.495595,45.320580,0,0,4,0,0,1,0,0,0
0.178906,141.082870,2.833226,2.346282,41.470398,0,0,4,0,0,1,0,0,0
0.188985,144.419052,2.630691,2.192325,37.959473,0,0,3,0,0,1,0,0,0
0.199065,147.466187,2.425292,2.035935,34.349430,0,0,3,0,0,1,0,0,0
0.209144,150.259735,2.216841,1.881417,31.273481,0,0,3,0,0,1,0,0,0
0.219223,152.829605,2.034393,1.731591,28.628721,0,0,3,0,0,1,0,0,0
0.229302,155.167206,1.848094,1.587278,25.959171,0,0,2,0,0,1,0,0,0
0.239382,157.321396,1.691636,1.446439,23.850603,0,0,2,0,0,1,0,0,0
0.249461,159.273026,1.556625,1.315846,21.571775,0,0,2,0,0,1,0,0,0
0.259540,161.047852,1.420220,1.193789,19.620893,0,0,2,0,0,1,0,0,0
0.269619,162.668961,1.289418,1.078015,17.925367,0,0,2,0,0,1,0,0,0
0.279698,164.100525,1.176520,0.970991,15.848273,0,0,1,0,0,1,0,0,0
0.289778,165.419891,1.064839,0.872351,14.641639,0,0,1,0,0,1,0,0,0
0.299857,166.660110,0.975570,0.782614,13.749634,0,0,1,0,0,1,0,0,0
0.309936,167.765289,0.898430,0.700470,12.280925,0,0,1,0,0,1,0,0,0
0.320015,168.747040,0.818033,0.626482,10.925790,0,0,1,0,0,1,0,0,0
0.330094,169.643311,0.731091,0.557013,10.014585,0,0,1,0,0,1,0,0,0
0.340174,170.459656,0.667457,0.493339,9.157956,0,0,1,0,0,1,0,0,0
0.350253,171.218307,0.598593,0.436498,8.538550,0,0,1,0,0,1,0,0,0
0.360332,171.894379,0.537364,0.382730,7.630897,0,0,1,0,0,1,0,0,0
