2.000000,-179.816010,-15.312073,0.000271,90.000000,0,0,0,1,0,1,0,0,0,-1.532844,998.797601
2.333333,176.900986,-57.676743,-0.003290,71.720345,0,0,0,1,0,1,0,0,0,-6.881179,986.656176
2.666667,176.464722,-69.285851,0.000747,28.343821,0,0,0,1,0,1,0,0,0,-7.152279,995.899038
3.000000,-178.226120,-67.523010,-5.720534,17.981255,1,0,0,1,0,0,0,0,0,-5.200436,1045.487416
3.333333,-173.450424,-66.105957,-10.922296,18.929422,1,0,0,1,0,0,0,0,0,-5.814137,1089.518550
3.666667,-166.977234,-65.396339,-18.030567,31.580614,1,0,0,1,0,0,0,0,0,-3.412638,1134.924069
4.000000,-162.793045,-63.849590,-22.665585,25.497261,1,0,0,1,0,0,0,0,0,-5.290234,1184.533347
4.333333,-158.176544,-64.375984,-27.803385,27.062986,1,0,0,1,0,0,0,0,0,-3.816941,1240.114794
4.666667,-158.032425,-65.326645,-27.962912,26.894096,1,0,0,1,0,0,0,0,0,-3.788836,1358.816943
5.000000,-154.617996,-67.767281,-31.693907,25.029654,1,0,0,1,0,0,0,0,0,-3.655098,1438.545291
5.333333,-158.074326,-67.363510,-27.947426,20.555475,1,1,0,1,0,0,0,0,0,-3.776608,1501.331118
5.666667,-158.920654,-67.380234,-27.028757,21.467743,1,1,0,1,0,0,0,0,0,-3.683925,1576.583445
6.000000,-157.238220,-66.971413,-28.856201,21.753969,1,1,0,1,0,0,0,0,0,-3.378566,1657.201060
6.333333,-158.817429,-64.964455,-27.123512,21.862328,1,1,0,1,0,0,0,0,0,-3.414100,1741.395049
6.666667,-161.572876,-63.575382,-24.059629,17.984127,1,1,0,1,0,0,0,0,0,-0.554930,1820.945849
7.000000,-164.945419,-64.416634,-20.303223,58.126587,1,1,0,1,0,0,0,0,0,0.649706,1916.341265
7.333333,-171.454559,-64.606316,-13.084825,90.000000,1,1,0,1,0,0,0,0,0,1.555207,2038.469361
7.666667,-176.940033,-61.915813,-6.936043,90.000000,1,1,0,1,0,0,0,0,0,1.171815,2139.604103
8.000000,-167.912979,-41.615654,-14.465446,90.000000,0,1,0,1,0,0,0,1,0,1.262097,2237.572177
8.333334,-163.000061,-22.847803,-16.152273,90.000000,0,1,0,1,0,0,0,1,0,1.029309,2338.488858
8.666667,-162.913513,-0.815276,-14.881454,90.000000,0,1,0,1,0,0,0,1,0,0.999484,2432.791232
9.000000,-162.615097,8.386181,-15.135159,81.737343,0,1,0,1,0,0,0,1,0,0.812951,2514.524732
9.333334,-162.234131,17.579567,-13.230839,83.726326,0,1,0,1,0,0,0,1,0,0.845591,2616.293607
9.666667,-163.093170,25.944818,-11.811563,49.281342,0,1,0,1,0,0,0,1,0,0.525274,2697.685166
10.000000,-162.229736,32.832443,-9.906137,43.997646,0,1,0,1,0,0,0,1,0,0.539156,2784.847144
10.333334,-159.411774,40.165749,-6.378138,41.520218,0,1,0,1,0,0,0,1,0,0.562338,2880.191415
10.666667,-156.493637,47.408512,-3.836030,39.811726,0,1,0,1,0,0,0,1,0,0.582094,2962.649706
11.000000,-155.060211,52.846218,-1.504211,30.364809,0,1,0,1,0,0,0,1,0,0.560616,3043.014108
11.333334,-152.800995,58.060097,0.949903,26.643682,0,1,0,1,0,0,0,1,0,0.588290,3114.780158
11.666667,-150.972214,61.679684,3.642227,26.778959,0,1,0,1,0,0,0,1,0,0.608126,3267.676374
12.000000,-142.131668,64.466721,12.604235,25.100468,0,1,0,1,0,0,0,1,0,0.647751,3418.279854
12.333334,-142.048859,66.162758,13.114368,9.103951,0,0,0,1,0,0,0,1,0,0.629212,3503.153972
12.666667,-135.499176,68.160973,19.886915,14.442152,0,0,0,1,0,0,0,1,0,0.656516,3563.907881
13.000000,-139.719604,70.444275,16.269342,17.414677,0,1,0,1,0,0,0,1,0,0.673838,3634.870875
