0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,1,0,1,0,0,00.000000,0.000000,1.000000
0.000000,0.000000,0.000000,0.000000,90.000000,0,0,0,1,0,1,0,0,00.000000,0.000000,1.000000
0.010079,11.467703,0.568322,-0.000031,90.000000,0,0,0,1,0,1,0,0,00.016454,-0.151799,1.108142
0.020158,9.999467,11.919688,0.000071,90.000000,0,0,0,1,0,1,0,0,00.016361,-0.333907,0.980164
0.030238,21.477064,14.212481,-0.001254,90.000000,0,0,0,1,0,1,0,0,00.147397,0.019207,1.021131
0.040317,26.774824,13.983852,-0.000395,64.517113,0,0,0,1,0,1,0,0,00.018586,-0.102630,1.005759
0.050396,17.433720,7.324317,0.000800,90.000000,0,0,0,1,0,1,0,0,0-0.009923,-0.182357,0.891485
0.060475,21.540152,7.350878,-0.000150,46.012543,0,0,0,1,0,1,0,0,0-0.094479,0.126623,1.101825
0.070554,29.591578,15.400073,-0.000759,90.000000,0,0,0,1,0,1,0,0,00.000360,-0.113371,0.873433
0.078114,33.811703,22.833376,-0.000560,90.000000,0,0,0,1,0,1,0,0,00.110124,-0.111194,1.105979
0.088193,35.730396,17.591564,-0.000211,80.537132,0,0,0,1,0,1,0,0,00.156644,-0.086517,1.012213
0.098272,35.311966,12.005535,0.000031,90.000000,0,0,0,1,0,1,0,0,0-0.052184,-0.017623,0.984968
0.108351,28.238546,3.363886,0.000427,90.000000,0,0,0,1,0,1,0,0,0-0.241588,0.017363,0.969703
0.118431,24.607840,0.442341,0.000032,56.837509,0,0,0,1,0,1,0,0,0-0.104840,0.083900,1.035135
0.128510,13.779923,2.608521,0.000126,90.000000,0,0,0,1,0,1,0,0,0-0.045569,0.056547,0.943386
0.138589,12.538024,13.555165,0.000076,90.000000,0,0,0,1,0,1,0,0,00.028850,0.146457,1.271661
0.148669,5.366996,5.152158,0.000524,90.000000,0,0,0,1,0,1,0,0,00.147818,0.016878,1.017472
0.158748,-2.480558,12.882934,0.000563,90.000000,0,0,0,1,0,1,0,0,0-0.107062,0.088532,1.003436
0.168827,-13.030744,16.745848,0.001258,90.000000,0,0,0,1,0,1,0,0,00.145191,0.149102,1.008064
0.178906,-13.531320,19.263124,0.000040,28.072496,0,0,0,1,0,1,0,0,00.074388,0.212153,0.976292
0.188985,-18.459665,29.129530,0.001019,90.000000,0,0,0,1,0,1,0,0,00.047347,0.009121,0.898816
0.199065,-7.186387,25.114462,-0.002526,90.000000,0,0,0,1,0,1,0,0,00.085459,0.040887,0.992938
0.209144,-15.732894,32.865047,0.002183,90.000000,0,0,0,1,0,1,0,0,0-0.042056,-0.093001,1.016393
0.219223,-20.171917,34.831978,0.000837,51.185104,0,0,0,1,0,1,0,0,00.108952,0.113405,1.024560
0.229302,-21.519941,32.299408,0.000224,31.202816,0,0,0,1,0,1,0,0,00.038936,0.077058,0.919274
0.239382,-30.035004,40.477852,0.002887,90.000000,0,0,0,1,0,1,0,0,0-0.071224,0.031187,0.856323
0.249461,-24.731585,43.897575,-0.001461,78.074356,0,0,0,1,0,1,0,0,00.206896,0.190413,1.027159
0.259540,-28.538754,42.994171,0.000928,33.370552,0,0,0,1,0,1,0,0,00.073495,-0.089803,0.963647
0.269619,-33.678375,52.985100,0.002733,90.000000,0,0,0,1,0,1,0,0,0-0.005986,0.016999,0.969341
0.279698,-16.220943,52.787197,-0.009909,90.000000,0,0,0,1,0,1,0,0,00.172887,0.066283,1.032648
0.289778,-31.154007,48.327679,0.007462,90.000000,0,0,0,1,0,1,0,0,0-0.029382,-0.207280,1.111769
0.299857,-25.509577,51.778931,-0.002041,73.035919,0,0,0,1,0,1,0,0,0-0.077667,0.130287,1.156362
0.309936,-33.695724,51.250885,0.002968,80.071373,0,0,0,1,0,1,0,0,00.126841,-0.143384,0.922032
0.320015,-36.715279,50.593117,0.000926,22.932934,0,0,0,1,0,1,0,0,0-0.023890,0.148266,0.959777
0.330094,-38.664928,55.499241,0.000787,76.863968,0,0,0,1,0,1,0,0,0-0.026796,0.072707,0.797279
